cell_type,n,nt,sc,dom_layer,layer_b_pct,tot,contra_pct,out_syn
CRE080b,2,acetylcholine,central,,,,45.25,1401.0
CRE080c,4,acetylcholine,central,,,,40.13,2664.0
CRE081,4,acetylcholine,central,,,,48.74,1432.0
CRE082,2,acetylcholine,central,,,,44.18,1616.0
CRE087,2,acetylcholine,central,,,,49.33,2155.0
CRE088,2,acetylcholine,central,,,,46.65,1792.0
CRE094,4,acetylcholine,central,,,,44.58,1355.0
CRE095a,2,acetylcholine,central,,,,44.09,1311.0
CRE095b,4,acetylcholine,central,,,,46.16,2862.0
CRE096,2,acetylcholine,central,,,,45.11,634.0
CRE100,2,gaba,central,,,,34.09,7413.0
CRE102,2,glutamate,central,,,,19.06,2665.0
CRE103a,5,acetylcholine,central,,,,44.39,4082.0
CRE103b,7,acetylcholine,central,,,,32.04,3396.0
CRE104,2,acetylcholine,central,,,,18.98,374.0
CRE105,2,acetylcholine,central,,,,41.79,2352.0
CRE106,4,acetylcholine,central,,,,13.6,2008.0
CRE107,2,glutamate,central,,,,59.64,4727.0
CRE108,2,acetylcholine,central,,,,1.54,3763.0
CREa1A_T01,3,glutamate,central,,,,79.94,1361.0
CRZ,6,serotonin,endocrine,,,,44.25,226.0
"CRZ01,CRZ02",4,serotonin,central,,,,43.18,2045.0
CSD,2,serotonin,central,,,,89.2,5026.0
CT1,2,gaba,optic,b,29.29,56325.0,99.43,198495.0
DA1_lPN,15,acetylcholine,central,,,,0.79,26175.0
DA1_vPN,2,gaba,central,,,,0.2,3072.0
DA2_lPN,11,acetylcholine,central,,,,1.74,10674.0
DA3_adPN,4,acetylcholine,central,,,,0.17,4062.0
DA4l_adPN,2,acetylcholine,central,,,,0.39,9254.0
DA4m_adPN,2,acetylcholine,central,,,,2.68,9686.0
DC1_adPN,2,acetylcholine,central,,,,0.74,22648.0
DC2_adPN,4,acetylcholine,central,,,,0.34,17127.0
DC3_adPN,5,acetylcholine,central,,,,0.72,15532.0
DC4_adPN,2,acetylcholine,central,,,,0.52,11601.0
DC4_vPN,4,gaba,central,,,,0.0,778.0
DCH,2,gaba,visual_centrifugal,a,0.72,15675.0,99.81,20837.0
DGI,2,glutamate,central,,,,28.92,1051.0
DH31,6,acetylcholine,endocrine,,,,18.18,66.0
DH44,6,octopamine,endocrine,,,,8.7,69.0
DL1_adPN,4,acetylcholine,central,,,,0.83,19933.0
DL2d_adPN,10,acetylcholine,central,,,,0.77,14590.0
DL2d_vPN,4,gaba,central,,,,0.25,1612.0
DL2v_adPN,8,acetylcholine,central,,,,0.34,21248.0
DL3_lPN,10,acetylcholine,central,,,,2.97,9333.0
DL4_adPN,2,acetylcholine,central,,,,0.72,6652.0
DL5_adPN,2,acetylcholine,central,,,,1.14,18204.0
DM1_lPN,2,acetylcholine,central,,,,0.51,33058.0
DM2_lPN,4,acetylcholine,central,,,,1.39,23999.0
DM3_adPN,2,acetylcholine,central,,,,0.91,9452.0
DM3_vPN,2,gaba,central,,,,0.14,709.0
DM4_adPN,2,acetylcholine,central,,,,0.67,26058.0
DM4_vPN,2,gaba,central,,,,0.1,1013.0
DM5_lPN,5,acetylcholine,central,,,,1.08,11120.0
DM6_adPN,6,acetylcholine,central,,,,0.81,15875.0
DMS,6,acetylcholine,endocrine,,,,27.87,61.0
DN1-l,2,glutamate,central,,,,1.46,2119.0
DN1a,4,glutamate,central,,,,1.18,2201.0
DN1pA,8,glutamate,central,,,,53.98,2601.0
DN1pB,4,glutamate,central,,,,14.39,3003.0
DNa01,2,acetylcholine,descending,,,,11.01,327.0
DNa02,2,acetylcholine,descending,,,,7.39,1623.0
DNa03,2,acetylcholine,descending,,,,3.93,9165.0
DNa04,2,acetylcholine,descending,,,,3.92,561.0
DNa05,2,acetylcholine,descending,,,,9.21,304.0
DNa06,2,acetylcholine,descending,,,,11.38,5008.0
DNa07,2,acetylcholine,descending,,,,7.95,302.0
DNa08,2,acetylcholine,descending,,,,4.32,139.0
DNa09,2,acetylcholine,descending,,,,13.81,963.0
DNa10,2,acetylcholine,descending,,,,24.79,932.0
DNa11,2,acetylcholine,descending,,,,8.66,3510.0
DNa13,4,acetylcholine,descending,,,,10.14,1252.0
DNa14,2,acetylcholine,descending,,,,48.87,311.0
DNa15,2,acetylcholine,descending,,,,4.93,751.0
DNa16,2,acetylcholine,descending,,,,4.29,1003.0
DNae001,2,acetylcholine,descending,,,,8.09,1014.0
DNae002,2,acetylcholine,descending,,,,11.69,744.0
DNae003,2,acetylcholine,descending,,,,4.37,663.0
DNae004,2,acetylcholine,descending,,,,7.94,340.0
DNae005,2,acetylcholine,descending,,,,4.68,3098.0
DNae006,2,acetylcholine,descending,,,,4.21,878.0
DNae007,2,acetylcholine,descending,,,,3.52,4495.0
DNae008,2,acetylcholine,descending,,,,6.21,869.0
DNae009,2,acetylcholine,descending,,,,27.52,1330.0
DNae010,2,acetylcholine,descending,,,,7.85,739.0
DNb01,2,glutamate,descending,,,,92.63,5498.0
DNb02,4,glutamate,descending,,,,94.59,3144.0
DNb03,4,acetylcholine,descending,,,,4.69,1173.0
DNb04,3,glutamate,descending,,,,69.84,3362.0
DNb05,2,acetylcholine,descending,,,,14.63,2768.0
DNb06,2,acetylcholine,descending,,,,85.71,714.0
DNb07,2,acetylcholine,descending,,,,42.4,757.0
DNb08,4,acetylcholine,descending,,,,18.52,1863.0
DNb09,2,glutamate,descending,,,,81.51,3228.0
DNbe001,2,acetylcholine,descending,,,,24.18,819.0
DNbe002,4,acetylcholine,descending,,,,8.33,192.0
DNbe003,2,acetylcholine,descending,,,,21.89,3915.0
DNbe004,2,glutamate,descending,,,,41.81,1545.0
DNbe005,2,acetylcholine,descending,,,,52.43,452.0
DNbe006,2,acetylcholine,descending,,,,43.77,1396.0
DNbe007,2,acetylcholine,descending,,,,6.54,4375.0
DNc01,2,dopamine,descending,b,38.46,26.0,74.22,966.0
DNc02,2,dopamine,descending,b,31.82,66.0,80.26,907.0
DNd02,2,serotonin,descending,,,,49.15,1121.0
DNd03,2,glutamate,descending,,,,28.14,1745.0
DNd04,2,glutamate,descending,,,,41.72,1232.0
DNd05,2,acetylcholine,descending,,,,13.03,1320.0
DNde001,2,glutamate,descending,,,,46.86,2102.0
DNde002,2,acetylcholine,descending,,,,6.7,1866.0
DNde003,4,acetylcholine,descending,,,,6.67,4750.0
DNde005,2,acetylcholine,descending,,,,11.46,2233.0
DNde006,2,glutamate,descending,,,,20.33,3049.0
DNde007,2,glutamate,descending,,,,84.31,497.0
DNg01,8,acetylcholine,descending,,,,13.33,75.0
DNg02_a,6,acetylcholine,descending,,,,12.99,154.0
DNg02_b,7,acetylcholine,descending,,,,18.18,11.0
DNg02_c,2,acetylcholine,descending,,,,20.0,15.0
DNg02_d,2,acetylcholine,descending,,,,18.4,125.0
DNg02_e,2,acetylcholine,descending,,,,13.33,45.0
DNg02_f,2,acetylcholine,descending,,,,29.23,130.0
DNg02_g,2,acetylcholine,descending,,,,2.86,35.0
DNg02_h,2,acetylcholine,descending,,,,22.81,57.0
DNg03,10,acetylcholine,descending,,,,18.64,59.0
DNg04,4,acetylcholine,descending,,,,2.04,881.0
DNg05_a,2,acetylcholine,descending,,,,12.27,383.0
DNg05_b,6,glutamate,descending,,,,0.0,9.0
DNg06,11,acetylcholine,descending,,,,14.49,69.0
DNg07,16,acetylcholine,descending,,,,81.54,3809.0
DNg08_a,14,glutamate,descending,,,,4.69,2643.0
